Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per 
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Unnamed: 32
Unai Bustinza,6.74,75,D(CR),24.0,2029.0,1.0,9.0,1.0,2.3,1.0,1.6,2.1,1.2,0.5,4.2,0.6,0.5,0.0,0.0,0.2,0.1,1.2,0.0,0.3,0.4,0.4,34.6,71.4,0.2,3.4,0.0,
Daniel Wass,6.74,81,"D(LR), M(CLR)",26.0,2356.0,3.0,4.0,0.0,1.3,0.0,1.1,1.1,0.9,0.1,1.3,0.7,0.1,1.0,1.0,0.9,0.3,1.3,0.1,0.4,0.8,1.0,35.9,78.0,0.5,1.4,0.0,
Álex Moreno,6.73,74,"D(L), M(L)",36.0,3140.0,1.0,5.0,0.0,0.8,1.0,1.8,1.1,1.1,0.5,2.2,0.7,0.3,0.0,1.0,0.7,1.6,1.2,0.2,1.2,1.5,0.9,30.6,76.3,0.4,1.3,0.0,
Néstor Araújo,6.73,75,D(C),30.0,2682.0,0.0,1.0,1.0,2.2,1.0,1.3,1.1,0.5,0.6,4.6,0.1,0.7,0.0,3.0,0.4,0.1,0.1,0.0,0.1,0.2,0.1,46.6,86.0,0.1,2.5,0.0,
Rodrigo Ely,6.73,76,D(C),5.0,431.0,0.0,1.0,0.0,5.2,0.0,1.6,1.4,1.4,0.6,5.4,0.4,1.4,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.6,0.4,32.0,71.3,0.0,3.8,0.0,
Fernando Calero,6.73,73,D(C),35.0,3130.0,0.0,7.0,0.0,1.9,1.0,1.4,1.5,1.0,0.5,4.6,0.4,0.9,0.0,1.0,0.3,0.3,0.3,0.0,0.1,0.3,0.1,40.3,83.6,0.0,2.8,0.0,
Alejandro Gálvez,6.73,75,"D(C), M(C)",17.0,1418.0,0.0,6.0,0.0,2.1,0.0,2.2,2.6,1.3,1.1,4.1,0.8,0.1,0.0,1.0,0.4,0.1,0.8,0.1,0.2,0.2,0.2,40.5,81.1,0.0,2.8,0.1,
Raúl Navas,6.72,76,D(C),15.0,1311.0,0.0,4.0,0.0,1.8,0.0,1.4,1.3,0.6,0.7,3.8,0.5,0.6,0.0,0.0,0.3,0.3,0.8,0.1,0.0,0.3,0.4,54.0,86.6,0.1,4.1,0.0,
Alfonso Pedraza,6.72,75,"D(L), M(L)",22.0,2089.0,3.0,3.0,0.0,0.8,2.0,1.7,0.9,1.2,0.1,1.3,1.2,0.2,0.0,3.0,1.1,0.9,0.4,0.2,0.4,1.4,0.7,20.9,75.8,0.5,0.5,0.1,
Gabriel Mercado,6.72,79,D(CR),19.0,1738.0,1.0,10.0,0.0,2.0,0.0,1.5,1.1,1.4,0.3,3.0,0.8,0.5,0.0,2.0,0.5,0.0,0.8,0.1,0.1,0.1,0.1,32.3,82.0,0.1,1.8,0.0,
David López,6.72,79,"D(C), DMC",21.0,1820.0,0.0,4.0,0.0,2.5,1.0,1.3,1.3,0.9,0.9,3.1,0.6,0.6,1.0,0.0,0.4,0.3,0.8,0.0,0.1,0.3,0.2,57.5,88.3,0.0,4.4,0.0,
Iván Ramis,6.72,77,D(C),20.0,1682.0,0.0,4.0,0.0,3.0,0.0,1.1,0.9,0.5,1.2,3.0,0.3,0.2,0.0,0.0,0.8,0.2,0.5,0.1,0.0,0.2,0.0,38.5,79.4,0.0,5.4,0.0,
Mario Gaspar,6.71,80,"D(CR), M(R)",30.0,2602.0,2.0,15.0,1.0,1.7,0.0,2.0,1.4,1.6,0.3,2.7,0.6,0.4,0.0,1.0,0.8,0.4,0.4,0.0,0.4,0.5,0.5,34.0,77.2,0.3,1.2,0.0,
Kiko Olivas,6.71,72,D(C),35.0,3102.0,0.0,6.0,0.0,1.9,0.0,1.5,1.3,0.5,0.5,4.7,0.7,0.5,0.0,0.0,0.2,0.5,1.1,0.0,0.2,0.3,0.1,38.5,88.1,0.0,2.2,0.0,
Sidnei,6.71,79,D(C),20.0,1743.0,0.0,4.0,0.0,1.4,2.0,2.0,1.7,0.6,0.5,2.1,0.7,0.3,0.0,1.0,0.4,0.5,0.7,0.0,0.3,0.5,0.1,51.8,89.5,0.0,3.0,0.0,
Joris Gnagnon,6.71,76,D(C),4.0,445.0,0.0,2.0,0.0,2.7,0.0,1.6,1.4,1.1,0.1,2.1,0.4,0.3,0.0,0.0,0.4,0.4,1.0,0.0,0.7,0.3,0.3,36.9,90.3,0.0,1.6,0.0,
Sergi Gómez,6.7,78,D(CR),31.0,2766.0,0.0,1.0,0.0,2.6,0.0,1.5,1.3,0.9,0.5,4.0,0.3,0.6,0.0,0.0,0.3,0.0,0.2,0.1,0.1,0.1,0.2,45.5,84.6,0.1,4.4,0.0,
Anaitz Arbilla,6.7,78,D(CLR),22.0,1950.0,2.0,4.0,1.0,2.4,0.0,1.2,1.8,0.6,1.3,3.6,0.4,0.2,0.0,1.0,0.7,0.2,0.2,0.0,0.2,0.6,0.2,44.6,75.3,0.0,6.6,0.0,
Paulo Oliveira,6.7,76,D(C),24.0,2243.0,0.0,4.0,0.0,2.8,0.0,1.8,1.3,0.7,1.5,4.1,0.6,0.4,1.0,0.0,0.3,0.0,0.4,0.0,0.1,0.3,0.0,36.1,68.7,0.0,4.6,0.0,
Juanfran,6.69,80,D(R),18.0,1609.0,2.0,7.0,0.0,0.6,1.0,1.6,0.9,0.8,0.1,1.4,0.6,0.2,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.5,0.9,35.0,82.2,0.8,1.1,0.0,
Xabier Etxeita,6.69,73,D(C),30.0,2678.0,0.0,11.0,0.0,2.6,1.0,1.5,1.3,1.1,0.9,5.2,0.7,0.8,1.0,4.0,0.8,0.0,0.4,0.0,0.0,0.2,0.1,28.5,75.2,0.1,2.8,0.0,
Nélson Semedo,6.68,81,D(R),20.0,1602.0,0.0,4.0,0.0,0.7,0.0,1.5,0.8,0.8,0.1,0.7,0.2,0.3,0.0,1.0,0.2,0.7,1.0,0.2,0.9,0.9,0.2,41.4,91.2,0.0,1.3,0.0,
Pablo Ínsua,6.68,76,D(C),10.0,779.0,0.0,4.0,0.0,2.5,0.0,2.3,1.2,1.6,0.9,3.9,0.7,0.0,0.0,0.0,0.2,0.1,0.4,0.1,0.4,0.5,0.1,24.6,78.0,0.0,2.0,0.0,
Carlos Akapo,6.68,70,D(L),12.0,1012.0,0.0,2.0,0.0,1.6,0.0,2.2,1.7,1.2,0.3,2.5,1.1,0.2,0.0,0.0,0.5,0.6,1.0,0.0,0.2,0.6,0.2,26.8,76.1,0.0,1.2,0.0,
Luis Advíncula,6.67,74,"D(R), M(R)",27.0,2391.0,3.0,2.0,2.0,0.9,1.0,1.9,0.7,1.7,0.6,2.0,0.4,0.1,0.0,1.0,0.6,1.4,1.6,0.0,1.2,1.5,0.6,33.5,82.2,0.5,1.8,0.0,
Aissa Mandi,6.67,79,D(CLR),34.0,3061.0,1.0,10.0,0.0,1.6,2.0,1.5,1.2,1.6,0.5,1.9,0.5,0.7,0.0,1.0,0.2,0.2,0.6,0.0,0.1,0.3,0.5,73.6,92.6,0.1,4.3,0.0,
Víctor Ruiz,6.67,82,D(C),22.0,1976.0,0.0,10.0,0.0,2.2,0.0,1.3,1.7,1.3,1.0,2.8,0.2,0.7,0.0,0.0,0.4,0.4,0.5,0.0,0.0,0.5,0.2,54.4,86.0,0.1,4.1,0.0,
Andrés Solano,6.67,62,Defender,1.0,46.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,76.9,0.0,1.0,0.0,
Rodrigo Tarín,6.67,83,D(C),15.0,1429.0,0.0,3.0,0.0,1.3,0.0,1.2,1.7,0.8,0.2,4.1,0.2,0.3,0.0,0.0,0.2,0.1,0.4,0.0,0.1,0.2,0.1,26.0,76.9,0.1,2.0,0.0,
Jaume Costa,6.66,79,"D(L), M(L)",18.0,1498.0,0.0,6.0,0.0,1.2,1.0,1.6,1.0,1.0,0.1,2.1,0.6,0.1,1.0,1.0,0.6,0.5,1.1,0.0,0.2,0.4,0.4,37.0,82.4,0.4,1.7,0.1,
Miguelón,6.66,66,D(R),5.0,543.0,0.0,1.0,0.0,0.6,0.0,2.6,1.5,1.8,0.4,1.6,1.0,0.3,0.0,0.0,0.3,0.6,1.3,0.0,0.8,1.4,0.4,20.4,79.1,0.4,0.8,0.0,
Mathías Olivera,6.66,70,"D(L), M(L)",12.0,1011.0,1.0,4.0,1.0,3.1,0.0,1.7,0.7,1.1,0.3,1.3,0.6,0.1,0.0,0.0,0.4,0.7,1.6,0.1,0.9,1.3,0.5,22.5,58.7,0.4,0.5,0.1,
Álvaro González,6.66,78,D(C),34.0,2967.0,2.0,13.0,2.0,2.5,2.0,1.4,1.1,0.8,0.5,5.1,0.3,0.7,0.0,1.0,0.4,0.0,0.9,0.0,0.1,0.3,0.3,44.0,79.9,0.1,3.9,0.0,
Sergio Escudero,6.65,79,"D(L), M(L)",18.0,1553.0,1.0,6.0,1.0,1.0,1.0,2.0,1.1,1.0,0.1,1.8,0.8,0.2,0.0,0.0,1.3,0.6,1.0,0.0,0.5,1.1,0.6,35.4,81.0,0.3,1.3,0.1,
Moussa Wague,6.65,73,D(R),2.0,225.0,0.0,1.0,0.0,0.7,0.0,2.0,1.3,3.0,0.3,0.7,1.3,0.0,0.0,0.0,0.3,2.0,0.0,1.0,1.0,1.7,1.7,42.3,87.4,0.3,0.3,0.0,
Bruno González,6.65,77,D(C),18.0,1697.0,1.0,5.0,1.0,2.3,1.0,1.0,1.0,1.0,0.5,4.8,0.4,0.3,0.0,0.0,0.3,0.1,0.6,0.0,0.1,0.2,0.1,21.7,70.8,0.1,1.7,0.0,
Allan Nyom,6.65,74,"D(LR), M(R)",20.0,1712.0,1.0,8.0,1.0,1.0,1.0,1.4,0.9,1.5,0.2,1.1,0.2,0.1,0.0,1.0,0.2,0.4,0.9,0.2,0.4,0.8,1.1,21.3,75.6,1.1,0.5,0.0,
Mouctar Diakhaby,6.65,77,D(C),16.0,1574.0,0.0,9.0,0.0,1.6,0.0,0.6,0.9,1.1,0.7,4.3,0.2,0.7,0.0,2.0,0.5,0.2,0.4,0.0,0.1,0.1,0.0,31.6,85.1,0.0,2.3,0.0,
Nacho,6.64,74,D(CLR),19.0,1701.0,1.0,6.0,1.0,1.5,0.0,1.3,1.6,1.4,0.6,3.0,0.6,0.4,0.0,0.0,0.3,0.5,0.6,0.0,0.3,0.4,0.3,49.4,90.1,0.1,1.9,0.0,
Chema Rodríguez,6.64,75,D(C),13.0,1254.0,0.0,7.0,0.0,1.7,0.0,1.4,1.0,1.0,0.4,4.3,0.3,0.6,0.0,2.0,0.3,0.1,0.3,0.0,0.1,0.2,0.2,19.5,73.9,0.0,1.9,0.0,
Robert Mazán,6.64,61,Defender,1.0,90.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,44.0,86.4,0.0,2.0,0.0,
Facundo Roncaglia,6.64,75,D(CLR),7.0,603.0,0.0,3.0,1.0,2.3,0.0,1.9,1.4,0.9,0.1,3.0,0.3,0.3,0.0,0.0,0.4,0.1,0.9,0.0,0.3,0.3,0.0,39.9,80.3,0.1,2.1,0.0,
Juanfran,6.64,80,"D(R), M(R)",17.0,1459.0,1.0,0.0,0.0,0.9,0.0,0.9,0.8,0.3,0.2,1.1,0.3,0.2,0.0,1.0,0.4,0.6,0.8,0.0,0.4,0.7,1.0,19.8,72.8,1.3,1.3,0.0,
Adrià Pedrosa,6.63,61,D(L),8.0,760.0,0.0,1.0,0.0,0.3,1.0,1.2,0.7,1.2,0.2,1.8,0.6,0.3,0.0,1.0,0.5,1.1,0.6,0.1,0.8,1.1,0.7,19.0,81.6,0.3,0.8,0.1,
Stefan Savic,6.63,83,D(C),17.0,1401.0,2.0,3.0,1.0,1.9,0.0,0.6,1.2,0.8,0.1,3.6,0.3,0.5,0.0,0.0,0.4,0.1,0.3,0.0,0.0,0.4,0.2,30.2,81.6,0.0,3.1,0.0,
Francis,6.63,75,"D(R), M(LR)",22.0,1790.0,1.0,1.0,0.0,0.4,0.0,2.3,1.0,0.4,0.2,1.5,0.8,0.0,0.0,0.0,0.5,0.7,1.8,0.0,0.9,1.0,0.6,35.6,81.5,0.4,0.8,0.0,
Coke,6.63,69,"D(CLR), M(R)",19.0,1815.0,0.0,2.0,1.0,0.9,1.0,1.6,1.5,1.0,0.0,1.9,1.1,0.3,0.0,4.0,0.4,0.4,1.1,0.0,0.5,0.9,0.4,27.6,74.8,0.3,1.4,0.0,
Pedro Porro,6.63,69,"D(R), M(R)",25.0,2214.0,4.0,4.0,0.0,0.6,0.0,1.6,1.2,0.8,0.1,1.2,1.5,0.1,0.0,0.0,0.7,0.9,1.1,0.0,0.6,1.6,0.8,27.0,70.5,0.8,1.6,0.0,
Samuel Umtiti,6.6,87,D(CL),13.0,1190.0,1.0,4.0,0.0,0.9,0.0,0.6,1.3,0.9,0.4,1.9,0.1,0.6,0.0,0.0,0.1,0.3,1.1,0.1,0.3,0.1,0.1,63.4,94.5,0.0,2.2,0.0,
Ander Capa,6.6,78,"D(R), M(R)",17.0,1637.0,0.0,9.0,0.0,1.2,0.0,1.7,1.2,1.8,0.2,1.5,0.6,0.1,0.0,0.0,0.4,0.8,0.6,0.3,0.8,0.8,0.5,27.4,73.7,0.3,1.4,0.0,
Joaquín Fernández,6.6,63,D(C),9.0,836.0,0.0,2.0,0.0,2.9,1.0,1.2,1.3,0.6,0.4,3.5,0.6,0.5,1.0,1.0,0.5,0.0,0.6,0.0,0.0,0.2,0.1,23.7,78.2,0.0,1.2,0.0,
Wesley Hoedt,6.6,76,D(C),9.0,893.0,0.0,1.0,1.0,3.2,0.0,1.7,1.1,0.9,0.1,5.7,0.5,1.1,0.0,0.0,0.4,0.4,0.6,0.0,0.1,0.3,0.5,48.9,84.7,0.1,4.6,0.0,
Maxime Gonalons,6.6,75,"D(C), M(C)",5.0,537.0,0.0,0.0,0.0,1.9,0.0,0.8,0.5,1.7,0.1,1.0,1.4,0.4,0.0,0.0,0.2,0.8,0.6,0.0,0.5,0.5,0.4,33.3,82.6,0.0,3.1,0.0,
Dimitri Foulquier,6.59,71,"D(LR), M(R)",23.0,1809.0,2.0,7.0,0.0,1.0,1.0,1.2,0.8,2.0,0.1,1.2,0.4,0.1,0.0,3.0,0.5,1.0,1.0,0.1,1.4,1.9,0.6,15.9,62.8,0.2,0.9,0.0,
Adrián Diéguez,6.59,69,D(C),8.0,749.0,0.0,3.0,0.0,2.0,0.0,1.8,1.3,1.0,0.8,4.7,0.8,0.4,0.0,0.0,0.1,0.7,1.0,0.0,0.1,0.9,0.1,22.7,73.0,0.0,1.3,0.0,
Miguel Layún,6.59,77,"D(LR), M(CLR)",5.0,506.0,1.0,1.0,0.0,0.1,0.0,1.0,0.1,0.8,0.0,1.1,0.5,0.3,0.0,0.0,1.5,0.6,0.5,0.0,0.9,1.8,1.5,25.0,79.5,1.9,0.9,0.0,
Facundo Roncaglia,6.59,75,D(CLR),12.0,1071.0,0.0,0.0,0.0,1.6,0.0,2.8,1.7,1.3,0.4,3.5,0.6,0.4,0.0,0.0,0.1,0.2,0.7,0.0,0.8,0.7,0.2,43.9,84.1,0.0,1.2,0.0,
Robin Le Normand,6.58,67,D(C),3.0,283.0,1.0,1.0,0.0,2.0,0.0,1.3,1.0,0.8,1.0,3.0,0.5,0.0,0.0,0.0,0.5,0.3,0.5,0.0,0.0,0.5,0.5,55.0,88.2,0.0,3.8,0.0,
Gustavo Cabral,6.58,76,D(C),21.0,1898.0,0.0,2.0,2.0,3.0,0.0,1.5,1.4,0.8,0.3,4.3,0.4,0.5,1.0,0.0,0.7,0.0,0.3,0.2,0.3,0.4,0.2,37.8,87.1,0.0,1.9,0.0,
Óscar De Marcos,6.57,79,"D(LR), M(CR)",28.0,2427.0,2.0,4.0,2.0,1.3,1.0,2.0,0.9,1.3,0.3,1.6,1.1,0.1,0.0,1.0,0.3,0.3,0.4,0.3,0.5,1.2,0.9,34.3,77.1,0.7,1.4,0.0,
David Costas,6.57,70,D(C),13.0,1173.0,0.0,4.0,0.0,2.0,1.0,1.7,1.2,1.1,1.1,3.6,0.3,0.4,0.0,0.0,0.1,0.1,0.5,0.1,0.3,0.2,0.0,45.5,88.1,0.0,3.2,0.0,
Rúben Vezo,6.57,77,D(CR),2.0,194.0,0.0,2.0,0.0,1.8,0.0,0.5,0.5,1.0,0.0,2.0,0.5,0.3,0.0,0.0,0.5,0.3,1.0,0.0,0.0,0.5,0.5,21.8,75.9,0.3,1.3,0.0,
Sergio Álvarez,6.57,75,"D(C), M(C)",12.0,1065.0,0.0,1.0,0.0,1.9,0.0,1.8,0.9,1.0,0.6,2.2,0.5,0.2,0.0,0.0,0.1,0.1,0.3,0.1,0.3,0.1,0.1,26.2,79.3,0.0,1.8,0.0,
Gorka Elustondo,6.56,72,"D(C), M(C)",3.0,286.0,0.0,1.0,0.0,2.2,0.0,1.4,1.2,0.8,0.4,2.0,0.6,0.2,0.0,0.0,0.4,0.2,0.4,0.0,0.4,0.8,0.6,28.4,81.0,0.2,2.2,0.0,
Raúl García,6.56,80,D(CL),4.0,380.0,0.0,1.0,0.0,1.6,0.0,1.6,1.2,0.8,0.4,5.2,0.4,0.4,0.0,0.0,0.4,0.4,1.0,0.0,0.4,1.0,0.0,17.6,64.8,0.2,1.6,0.0,
Martín Aguirregabiria,6.56,75,D(R),23.0,2034.0,0.0,5.0,0.0,0.7,0.0,1.7,1.0,0.9,0.3,2.3,0.7,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.7,0.3,26.7,68.9,0.3,1.3,0.0,
Andrés Guardado,6.55,82,"D(L), M(CL)",27.0,2340.0,4.0,8.0,0.0,0.5,0.0,0.8,0.9,1.4,0.0,0.8,1.2,0.0,0.0,0.0,0.8,0.8,1.2,0.1,0.7,1.2,1.0,51.4,88.9,0.3,3.4,0.1,
Aleix Vidal,6.54,77,"D(R), M(LR)",5.0,526.0,0.0,3.0,0.0,0.7,0.0,1.2,0.4,0.9,0.1,0.8,0.8,0.0,0.0,0.0,0.7,0.4,0.6,0.1,0.7,1.2,1.3,22.8,76.1,0.5,1.3,0.1,
Ibrahim Amadou,6.53,75,"D(C), DMC",7.0,758.0,0.0,2.0,0.0,1.5,1.0,1.6,0.6,0.7,0.2,1.4,0.4,0.2,0.0,0.0,0.5,0.3,0.6,0.1,0.5,0.4,0.2,20.7,85.8,0.0,1.2,0.0,
Carles Planas,6.53,76,"D(L), M(L)",4.0,418.0,1.0,3.0,0.0,0.9,0.0,1.7,0.6,0.7,0.0,1.7,1.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.4,0.3,26.3,71.2,0.4,1.0,0.0,
Rúben Semedo,6.52,74,D(C),9.0,848.0,0.0,4.0,0.0,3.1,0.0,1.8,1.5,1.1,0.6,3.0,0.3,0.8,0.0,0.0,0.5,0.3,0.5,0.0,0.1,0.5,0.1,32.7,86.7,0.0,2.5,0.0,
Javi Moyano,6.52,71,D(R),25.0,2108.0,0.0,3.0,0.0,1.0,1.0,0.9,0.9,0.3,0.3,2.7,0.6,0.3,0.0,0.0,0.2,0.3,0.8,0.0,0.4,0.5,0.4,26.4,74.1,0.1,1.9,0.0,
Guilherme Arana,6.52,74,"D(L), M(L)",8.0,633.0,0.0,3.0,0.0,0.3,0.0,1.2,1.0,0.6,0.2,0.8,0.1,0.3,0.0,0.0,0.7,0.3,0.9,0.0,0.3,0.7,0.1,24.4,84.5,0.2,0.4,0.0,
Íñigo Lekue,6.51,75,"D(LR), M(LR)",2.0,210.0,0.0,1.0,0.0,1.3,0.0,1.3,1.0,0.3,0.0,2.5,1.3,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,1.0,0.5,21.3,82.4,0.3,2.0,0.0,
Javi Sánchez,6.5,67,Defender,0.0,45.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,87.5,0.0,2.0,0.0,
Óscar Duarte,6.5,68,"D(C), DMC",7.0,657.0,0.0,0.0,0.0,2.1,0.0,1.1,1.2,0.7,0.3,3.1,0.3,0.6,1.0,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.2,30.3,87.1,0.0,3.0,0.0,
Jordi Amat,6.5,76,"D(C), DMC",31.0,2764.0,0.0,10.0,0.0,1.6,0.0,1.7,1.4,1.5,1.2,3.8,0.6,0.3,0.0,0.0,0.2,0.8,0.3,0.0,0.2,0.6,0.2,41.4,82.4,0.0,3.4,0.0,
Júnior Alonso,6.49,75,D(CL),6.0,535.0,0.0,2.0,0.0,2.1,0.0,1.4,0.6,0.7,0.0,2.2,0.6,0.3,0.0,0.0,0.4,0.1,0.2,0.1,0.3,0.7,0.6,30.0,75.9,0.1,1.8,0.0,
Ignasi Miquel,6.47,73,D(C),4.0,317.0,0.0,1.0,0.0,1.0,0.0,0.1,0.7,0.9,0.0,3.4,0.1,0.6,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,13.0,54.9,0.1,1.0,0.1,
Jesús Vallejo,6.46,78,D(C),4.0,311.0,0.0,1.0,1.0,0.6,0.0,1.2,1.4,0.6,0.8,2.4,0.2,0.8,0.0,1.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,31.2,87.8,0.0,2.2,0.0,
Víctor Sánchez,6.46,77,"D(LR), M(CL)",13.0,1258.0,2.0,9.0,0.0,1.0,0.0,1.9,1.0,2.0,0.0,1.0,2.2,0.1,0.0,0.0,0.5,0.3,1.5,0.1,0.5,0.7,0.3,22.2,81.4,0.1,0.9,0.0,
Jeison Murillo,6.46,80,D(C),1.0,112.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,2.5,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,62.5,92.8,0.0,8.5,0.0,
Luisinho,6.46,74,"D(L), M(L)",6.0,509.0,0.0,4.0,0.0,0.0,0.0,2.0,2.3,1.1,0.1,2.1,1.0,0.1,0.0,0.0,0.4,0.7,1.1,0.0,0.6,0.3,0.4,27.9,86.7,0.3,0.9,0.0,
Xavi Quintillá,6.45,62,D(L),7.0,628.0,0.0,1.0,0.0,0.4,0.0,1.4,1.1,1.0,0.3,1.9,0.9,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.7,39.9,78.5,0.4,1.1,0.0,
Pablo De Blasis,6.45,75,"D(R), M(CLR)",16.0,1517.0,0.0,3.0,1.0,1.1,1.0,1.3,0.5,0.8,0.2,0.8,0.8,0.0,0.0,2.0,0.5,0.3,0.5,0.0,0.7,1.3,0.9,26.7,70.4,0.7,1.3,0.0,
Antonio Luna,6.45,74,"D(L), M(L)",14.0,1259.0,2.0,4.0,0.0,0.8,0.0,0.9,0.9,0.9,0.1,2.3,1.1,0.4,0.0,0.0,0.2,0.6,0.8,0.0,0.6,1.1,0.6,29.8,73.0,0.8,1.0,0.0,
Pedro López,6.45,71,"D(R), M(R)",5.0,464.0,1.0,1.0,0.0,0.6,0.0,0.6,0.9,0.8,0.2,0.7,0.4,0.3,0.0,0.0,0.2,0.7,1.3,0.0,0.1,0.6,0.6,19.4,85.1,0.4,1.4,0.0,
Sergio Postigo,6.44,75,D(C),17.0,1451.0,1.0,4.0,1.0,1.0,0.0,1.2,1.0,0.6,0.7,3.7,0.2,0.6,0.0,1.0,0.3,0.0,0.2,0.0,0.1,0.3,0.2,23.5,77.7,0.0,2.1,0.0,
Andoni Gorosabel,6.44,68,D(R),6.0,456.0,0.0,0.0,0.0,1.0,0.0,2.3,0.6,0.7,0.0,2.3,0.7,0.1,0.0,0.0,0.3,0.1,0.7,0.0,0.6,1.7,0.6,30.0,79.0,0.4,1.0,0.0,
Adrián Marín,6.44,72,D(L),2.0,287.0,0.0,2.0,0.0,0.8,0.0,2.2,1.2,1.8,0.3,1.7,0.5,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,0.5,0.0,13.7,70.7,0.0,0.7,0.0,
Moisés Delgado,6.44,64,Defender,3.0,270.0,0.0,1.0,0.0,1.0,0.0,2.3,1.0,1.3,0.3,3.0,0.3,0.3,0.0,0.0,0.7,0.7,1.0,0.0,0.3,1.7,1.0,24.7,67.6,0.7,0.3,0.0,
Mikel San José,6.44,77,"D(C), DMC",16.0,1717.0,0.0,7.0,0.0,2.0,0.0,1.3,0.6,1.0,0.1,1.0,1.0,0.2,0.0,0.0,0.4,0.2,0.2,0.1,0.5,0.7,0.5,21.4,75.5,0.2,1.2,0.1,
Emerson,6.41,75,D(R),4.0,318.0,0.0,1.0,0.0,0.5,0.0,1.5,1.2,0.8,0.2,1.5,1.2,0.0,0.0,0.0,0.5,0.0,2.3,0.0,0.2,1.3,0.7,24.3,81.5,0.2,0.7,0.0,
Sergio Akieme,6.41,67,Defender,2.0,180.0,1.0,0.0,0.0,0.5,0.0,1.5,0.5,1.0,1.0,2.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,32.5,84.6,0.5,1.5,0.0,
Antoñito,6.41,71,"D(R), M(R)",18.0,1855.0,1.0,5.0,0.0,0.5,0.0,1.2,0.6,1.0,0.1,0.7,0.8,0.3,0.0,2.0,0.3,0.7,0.4,0.2,0.6,1.0,0.8,21.7,76.9,0.5,0.9,0.0,
Thomas Vermaelen,6.4,77,D(CL),7.0,587.0,0.0,2.0,0.0,1.4,0.0,0.7,0.7,1.1,0.0,2.2,0.4,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.3,0.0,40.4,94.0,0.0,1.4,0.0,
Jonás Ramalho,6.38,74,D(CR),18.0,1620.0,0.0,4.0,0.0,1.2,0.0,0.6,0.7,0.7,0.1,3.3,0.3,0.5,1.0,1.0,0.3,0.2,0.5,0.0,0.4,0.5,0.1,32.5,84.1,0.1,1.7,0.0,
Javi García,6.38,78,"D(C), DMC",6.0,520.0,0.0,0.0,1.0,1.2,0.0,0.2,0.4,0.6,0.5,2.1,0.1,0.1,0.0,0.0,0.0,0.2,0.4,0.0,0.3,0.1,0.0,34.2,93.7,0.0,0.8,0.0,
Daniele Bonera,6.38,75,D(CR),4.0,233.0,0.0,1.0,0.0,0.2,0.0,0.4,0.8,0.4,0.2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.6,90.3,0.0,1.8,0.0,
Tito,6.36,72,D(CLR),12.0,1099.0,0.0,2.0,0.0,1.4,0.0,0.9,1.1,0.4,0.5,2.5,1.0,0.1,0.0,0.0,0.1,0.1,0.9,0.0,0.5,0.5,0.4,32.7,76.4,0.1,1.3,0.0,
Erick Cabaco,6.34,77,D(C),20.0,1639.0,0.0,9.0,2.0,1.9,0.0,1.0,1.4,1.6,0.5,3.1,0.8,0.7,0.0,2.0,0.5,0.0,0.6,0.0,0.1,0.4,0.1,33.1,72.9,0.0,3.0,0.0,
Chechu Dorado,6.33,71,D(C),1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,52.0,90.4,0.0,3.0,0.0,
